"Population by disability type","Number"
"Blind/low vision",""
"Female","77"
"Male","94"
"","171"
"Deaf/hard of hearing",""
"Female","64"
"Male","62"
"","126"
"Deaf-Blind",""
"Female","5"
"Male","5"
"","10"
"Intellectual disable",""
"Female","9"
"Male","10"
"","19"
"Mental disable",""
"Female","20"
"Male","35"
"","55"
"Multiple disable",""
"Female","14"
"Male","24"
"","38"
"No disability",""
"Female","28809"
"Male","36062"
"","64871"
"Physical",""
"Female","91"
"Male","134"
"","225"
"Speech problem",""
"Female","37"
"Male","50"
"","87"
