"Population by Educational Attainment","Number"
"Beginners",""
"Female","480"
"Male","630"
"","1110"
"Graduate and Equivalent",""
"Female","2833"
"Male","6764"
"","9597"
"Intermediate and Equivalent",""
"Female","3444"
"Male","5518"
"","8962"
"Level not Stated",""
"Female","75"
"Male","48"
"","123"
"Lower Secondary (Class 6-8)",""
"Female","2842"
"Male","3436"
"","6278"
"Non Formal Education",""
"Female","1495"
"Male","1243"
"","2738"
"Others",""
"Female","12"
"Male","26"
"","38"
"Post Graduate Equivalent and Above",""
"Female","954"
"Male","3468"
"","4422"
"Primary Education (1-5 Class)",""
"Female","3935"
"Male","4572"
"","8507"
"Secondary Level (Class 9-10)",""
"Female","2310"
"Male","3065"
"","5375"
"SLC and Equivalent",""
"Female","2913"
"Male","3937"
"","6850"
