"Population by disability type","Number"
"Blind/low vision",""
"Female","18"
"Male","30"
"","48"
"Deaf/hard of hearing",""
"Female","10"
"Male","18"
"","28"
"Deaf-Blind",""
"Female","3"
"Male","2"
"","5"
"Intellectual disable",""
"Female","2"
"Male","1"
"","3"
"Mental disable",""
"Female","6"
"Male","9"
"","15"
"Multiple disable",""
"Female","6"
"Male","7"
"","13"
"No disability",""
"Female","13552"
"Male","14177"
"","27729"
"Physical",""
"Female","40"
"Male","50"
"","90"
"Speech problem",""
"Female","9"
"Male","12"
"","21"
