"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","416"
"Male","381"
"","797"
"Bhote",""
"Female","43"
"Male","35"
"","78"
"Bin",""
"Female","235"
"Male","260"
"","495"
"Brahman - Hill",""
"Female","21"
"Male","5"
"","26"
"Brahman - Tarai",""
"Female","38"
"Male","49"
"","87"
"Chamar/ Harijan/ Ram",""
"Female","587"
"Male","610"
"","1197"
"Dhanuk",""
"Female","177"
"Male","171"
"","348"
"Dhobi",""
"Female","73"
"Male","91"
"","164"
"Dom",""
"Female","35"
"Male","32"
"","67"
"Dusadh/ Pasawan/ Pasi",""
"Female","298"
"Male","313"
"","611"
"Gaderi/Bhedihar",""
"Female","13"
"Male","15"
"","28"
"Hajam/Thakur",""
"Female","195"
"Male","241"
"","436"
"Halwai",""
"Female","71"
"Male","57"
"","128"
"Kalwar",""
"Female","391"
"Male","384"
"","775"
"Kanu",""
"Female","144"
"Male","174"
"","318"
"Kathabaniyan",""
"Female","2"
"Male","9"
"","11"
"Kayastha",""
"Female","21"
"Male","18"
"","39"
"Khatwe",""
"Female","283"
"Male","307"
"","590"
"Koiri/Kushwaha",""
"Female","357"
"Male","354"
"","711"
"Kumhar",""
"Female","274"
"Male","282"
"","556"
"Kurmi",""
"Female","74"
"Male","76"
"","150"
"Lohar",""
"Female","422"
"Male","427"
"","849"
"Mali",""
"Female","59"
"Male","60"
"","119"
"Mallaha",""
"Female","60"
"Male","68"
"","128"
"Marwadi",""
"Female","383"
"Male","388"
"","771"
"Musahar",""
"Female","228"
"Male","236"
"","464"
"Musalman",""
"Female","2557"
"Male","2636"
"","5193"
"Natuwa",""
"Female","26"
"Male","39"
"","65"
"Nuniya",""
"Female","134"
"Male","139"
"","273"
"Others",""
"Female","31"
"Male","22"
"","53"
"Rai",""
"Female","58"
"Male","67"
"","125"
"Sanyasi/Dasnami",""
"Female","164"
"Male","190"
"","354"
"Sonar",""
"Female","190"
"Male","203"
"","393"
"Tatma/Tatwa",""
"Female","265"
"Male","295"
"","560"
"Teli",""
"Female","1606"
"Male","1696"
"","3302"
"Terai Others",""
"Female","5"
"Male","6"
"","11"
"Yadav",""
"Female","3710"
"Male","3970"
"","7680"
