"Population by Educational Attainment","Number"
"Beginners",""
"Female","363"
"Male","362"
"","725"
"Graduate and Equivalent",""
"Female","114"
"Male","181"
"","295"
"Intermediate and Equivalent",""
"Female","388"
"Male","378"
"","766"
"Level not Stated",""
"Female","35"
"Male","21"
"","56"
"Lower Secondary (Class 6-8)",""
"Female","2583"
"Male","2206"
"","4789"
"Non Formal Education",""
"Female","658"
"Male","564"
"","1222"
"Others",""
"Female","0"
"Male","0"
"","0"
"Post Graduate Equivalent and Above",""
"Female","7"
"Male","42"
"","49"
"Primary Education (1-5 Class)",""
"Female","4384"
"Male","4206"
"","8590"
"Secondary Level (Class 9-10)",""
"Female","1758"
"Male","1509"
"","3267"
"SLC and Equivalent",""
"Female","1207"
"Male","1093"
"","2300"
