"Population by Mother tongue","Number"
"Bahing",""
"Female","11"
"Male","9"
"","20"
"Bantawa",""
"Female","837"
"Male","712"
"","1549"
"Bhojpuri",""
"Female","8"
"Male","7"
"","15"
"Bhujel",""
"Female","38"
"Male","29"
"","67"
"Chamling",""
"Female","424"
"Male","362"
"","786"
"Doteli",""
"Female","9"
"Male","2"
"","11"
"Dumi",""
"Female","114"
"Male","87"
"","201"
"Gurung",""
"Female","43"
"Male","31"
"","74"
"Hindi",""
"Female","25"
"Male","23"
"","48"
"Khaling",""
"Female","6"
"Male","7"
"","13"
"Koyee",""
"Female","77"
"Male","66"
"","143"
"Kulung",""
"Female","16"
"Male","12"
"","28"
"Limbu",""
"Female","3313"
"Male","2735"
"","6048"
"Magar",""
"Female","2489"
"Male","1977"
"","4466"
"Maithili",""
"Female","105"
"Male","113"
"","218"
"Majhi",""
"Female","57"
"Male","49"
"","106"
"Nachhiring",""
"Female","24"
"Male","19"
"","43"
"Nepali",""
"Female","6596"
"Male","5271"
"","11867"
"Newar",""
"Female","474"
"Male","397"
"","871"
"Not Reported",""
"Female","44"
"Male","37"
"","81"
"Others",""
"Female","35"
"Male","33"
"","68"
"Puma",""
"Female","5"
"Male","6"
"","11"
"Rai",""
"Female","1435"
"Male","1161"
"","2596"
"Rajbanshi",""
"Female","11"
"Male","13"
"","24"
"Sampang",""
"Female","318"
"Male","235"
"","553"
"Sherpa",""
"Female","8"
"Male","12"
"","20"
"Sign Language",""
"Female","8"
"Male","11"
"","19"
"Sunuwar",""
"Female","7"
"Male","5"
"","12"
"Tamang",""
"Female","1005"
"Male","779"
"","1784"
"Tharu",""
"Female","27"
"Male","25"
"","52"
"Thulung",""
"Female","70"
"Male","57"
"","127"
"Urdu",""
"Female","30"
"Male","48"
"","78"
"Yakkha",""
"Female","25"
"Male","16"
"","41"
"Yamphu/Yamphe",""
"Female","9"
"Male","4"
"","13"
