"Population by Caste Ethinicity","Number"
"Badi",""
"Female","46"
"Male","32"
"","78"
"Bote",""
"Female","72"
"Male","67"
"","139"
"Brahman - Hill",""
"Female","602"
"Male","480"
"","1082"
"Chhetri",""
"Female","7491"
"Male","6114"
"","13605"
"Damai/Dholi",""
"Female","364"
"Male","346"
"","710"
"Gaine",""
"Female","62"
"Male","37"
"","99"
"Gharti/Bhujel",""
"Female","16"
"Male","7"
"","23"
"Gurung",""
"Female","12"
"Male","18"
"","30"
"Kami",""
"Female","1847"
"Male","1546"
"","3393"
"Kumal",""
"Female","195"
"Male","187"
"","382"
"Magar",""
"Female","2779"
"Male","2423"
"","5202"
"Majhi",""
"Female","35"
"Male","43"
"","78"
"Musalman",""
"Female","14"
"Male","23"
"","37"
"Newar",""
"Female","16"
"Male","10"
"","26"
"Others",""
"Female","17"
"Male","21"
"","38"
"Sanyasi/Dasnami",""
"Female","384"
"Male","339"
"","723"
"Sarki",""
"Female","276"
"Male","205"
"","481"
"Tamang",""
"Female","9"
"Male","4"
"","13"
"Terai Others",""
"Female","10"
"Male","4"
"","14"
"Thakuri",""
"Female","103"
"Male","95"
"","198"
"Tharu",""
"Female","590"
"Male","528"
"","1118"
