"Population by disability type","Number"
"Blind/low vision",""
"Female","74"
"Male","74"
"","148"
"Deaf/hard of hearing",""
"Female","50"
"Male","52"
"","102"
"Deaf-Blind",""
"Female","10"
"Male","9"
"","19"
"Intellectual disable",""
"Female","13"
"Male","18"
"","31"
"Mental disable",""
"Female","29"
"Male","31"
"","60"
"Multiple disable",""
"Female","28"
"Male","23"
"","51"
"No disability",""
"Female","53213"
"Male","53255"
"","106468"
"Physical",""
"Female","164"
"Male","208"
"","372"
"Speech problem",""
"Female","45"
"Male","55"
"","100"
