"Population by Mother tongue","Number"
"Bahing",""
"Female","5"
"Male","11"
"","16"
"Bangla",""
"Female","8"
"Male","15"
"","23"
"Bantawa",""
"Female","11"
"Male","17"
"","28"
"Bhojpuri",""
"Female","263"
"Male","578"
"","841"
"Chamling",""
"Female","32"
"Male","33"
"","65"
"Chepang",""
"Female","23"
"Male","31"
"","54"
"Danuwar",""
"Female","18"
"Male","23"
"","41"
"Dhimal",""
"Female","85"
"Male","65"
"","150"
"Doteli",""
"Female","20"
"Male","11"
"","31"
"Dumi",""
"Female","6"
"Male","7"
"","13"
"Gurung",""
"Female","378"
"Male","340"
"","718"
"Hindi",""
"Female","106"
"Male","283"
"","389"
"Hyolmo/Yholmo",""
"Female","551"
"Male","554"
"","1105"
"Jirel",""
"Female","7"
"Male","14"
"","21"
"Khaling",""
"Female","8"
"Male","7"
"","15"
"Kulung",""
"Female","51"
"Male","65"
"","116"
"Limbu",""
"Female","255"
"Male","280"
"","535"
"Magar",""
"Female","926"
"Male","908"
"","1834"
"Maithili",""
"Female","429"
"Male","884"
"","1313"
"Majhi",""
"Female","29"
"Male","25"
"","54"
"Nachhiring",""
"Female","4"
"Male","13"
"","17"
"Nepali",""
"Female","27065"
"Male","26971"
"","54036"
"Newar",""
"Female","4905"
"Male","4827"
"","9732"
"Not Reported",""
"Female","43"
"Male","59"
"","102"
"Others",""
"Female","144"
"Male","162"
"","306"
"Rai",""
"Female","1337"
"Male","1152"
"","2489"
"Rajbanshi",""
"Female","16"
"Male","17"
"","33"
"Rajsthani",""
"Female","11"
"Male","12"
"","23"
"Sampang",""
"Female","7"
"Male","12"
"","19"
"Sherpa",""
"Female","2224"
"Male","2026"
"","4250"
"Sunuwar",""
"Female","124"
"Male","114"
"","238"
"Tajpuriya",""
"Female","23"
"Male","27"
"","50"
"Tamang",""
"Female","14179"
"Male","13750"
"","27929"
"Thami",""
"Female","5"
"Male","8"
"","13"
"Tharu",""
"Female","148"
"Male","200"
"","348"
"Thulung",""
"Female","10"
"Male","10"
"","20"
"Tibetan",""
"Female","110"
"Male","135"
"","245"
"Uranw/Urau",""
"Female","7"
"Male","9"
"","16"
"Urdu",""
"Female","44"
"Male","57"
"","101"
"Wambule",""
"Female","9"
"Male","13"
"","22"
