"Population by Educational Attainment","Number"
"Beginners",""
"Female","1585"
"Male","1750"
"","3335"
"Graduate and Equivalent",""
"Female","1394"
"Male","2464"
"","3858"
"Intermediate and Equivalent",""
"Female","4028"
"Male","5031"
"","9059"
"Level not Stated",""
"Female","261"
"Male","290"
"","551"
"Lower Secondary (Class 6-8)",""
"Female","6249"
"Male","7460"
"","13709"
"Non Formal Education",""
"Female","1470"
"Male","1319"
"","2789"
"Others",""
"Female","41"
"Male","41"
"","82"
"Post Graduate Equivalent and Above",""
"Female","388"
"Male","968"
"","1356"
"Primary Education (1-5 Class)",""
"Female","10546"
"Male","11956"
"","22502"
"Secondary Level (Class 9-10)",""
"Female","4704"
"Male","5632"
"","10336"
"SLC and Equivalent",""
"Female","4832"
"Male","6190"
"","11022"
