"Population by Educational Attainment","Number"
"Beginners",""
"Female","652"
"Male","819"
"Graduate and Equivalent",""
"Female","58"
"Male","180"
"Intermediate and Equivalent",""
"Female","249"
"Male","657"
"Level not Stated",""
"Female","31"
"Male","27"
"Lower Secondary (Class 6-8)",""
"Female","1455"
"Male","2446"
"Non Formal Education",""
"Female","89"
"Male","59"
"Others",""
"Female","7"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","11"
"Male","41"
"Primary Education (1-5 Class)",""
"Female","4411"
"Male","5246"
"Secondary Level (Class 9-10)",""
"Female","584"
"Male","1233"
"SLC and Equivalent",""
"Female","220"
"Male","610"
