"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","249"
"Male","257"
"Bangali",""
"Female","55"
"Male","56"
"Baraee",""
"Female","68"
"Male","69"
"Brahman - Hill",""
"Female","277"
"Male","275"
"Brahman - Tarai",""
"Female","163"
"Male","179"
"Chamar/ Harijan/ Ram",""
"Female","2310"
"Male","2267"
"Chhetri",""
"Female","84"
"Male","89"
"Dalit Others",""
"Female","5"
"Male","7"
"Damai/Dholi",""
"Female","14"
"Male","17"
"Dhandi",""
"Female","6"
"Male","8"
"Dhankar/ Dharikar",""
"Female","32"
"Male","31"
"Dhobi",""
"Female","472"
"Male","460"
"Dhunia",""
"Female","209"
"Male","182"
"Dom",""
"Female","19"
"Male","25"
"Dusadh/ Pasawan/ Pasi",""
"Female","326"
"Male","332"
"Foreigner",""
"Female","8"
"Male","4"
"Gurung",""
"Female","6"
"Male","6"
"Hajam/Thakur",""
"Female","223"
"Male","227"
"Halwai",""
"Female","110"
"Male","101"
"Kahar",""
"Female","1027"
"Male","967"
"Kalar",""
"Female","17"
"Male","16"
"Kalwar",""
"Female","149"
"Male","169"
"Kami",""
"Female","146"
"Male","169"
"Kathabaniyan",""
"Female","597"
"Male","589"
"Kayastha",""
"Female","37"
"Male","36"
"Kewat",""
"Female","1064"
"Male","972"
"Koiri/Kushwaha",""
"Female","233"
"Male","255"
"Kumhar",""
"Female","22"
"Male","15"
"Kurmi",""
"Female","777"
"Male","731"
"Lohar",""
"Female","267"
"Male","250"
"Magar",""
"Female","51"
"Male","44"
"Mali",""
"Female","129"
"Male","123"
"Mallaha",""
"Female","291"
"Male","292"
"Musalman",""
"Female","3522"
"Male","3133"
"Newar",""
"Female","11"
"Male","16"
"Nuniya",""
"Female","6"
"Male","5"
"Others",""
"Female","31"
"Male","18"
"Rajbhar",""
"Female","194"
"Male","173"
"Rajput",""
"Female","47"
"Male","44"
"Sanyasi/Dasnami",""
"Female","249"
"Male","263"
"Sarki",""
"Female","15"
"Male","9"
"Sonar",""
"Female","82"
"Male","85"
"Teli",""
"Female","1451"
"Male","1440"
"Terai Others",""
"Female","436"
"Male","414"
"Thakuri",""
"Female","11"
"Male","12"
"Tharu",""
"Female","1048"
"Male","996"
"Yadav",""
"Female","1456"
"Male","1387"
"Yakkha",""
"Female","116"
"Male","96"
