"Population by Educational Attainment","Number"
"Beginners",""
"Female","215"
"Male","268"
"","483"
"Graduate and Equivalent",""
"Female","33"
"Male","86"
"","119"
"Intermediate and Equivalent",""
"Female","109"
"Male","171"
"","280"
"Level not Stated",""
"Female","20"
"Male","11"
"","31"
"Lower Secondary (Class 6-8)",""
"Female","1539"
"Male","1400"
"","2939"
"Non Formal Education",""
"Female","354"
"Male","393"
"","747"
"Others",""
"Female","4"
"Male","1"
"","5"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","24"
"","26"
"Primary Education (1-5 Class)",""
"Female","2220"
"Male","2439"
"","4659"
"Secondary Level (Class 9-10)",""
"Female","921"
"Male","870"
"","1791"
"SLC and Equivalent",""
"Female","656"
"Male","613"
"","1269"
