"Population by disability type","Number"
"Blind/low vision",""
"Female","17"
"Male","37"
"","54"
"Deaf/hard of hearing",""
"Female","30"
"Male","37"
"","67"
"Deaf-Blind",""
"Female","2"
"Male","4"
"","6"
"Intellectual disable",""
"Female","1"
"Male","6"
"","7"
"Mental disable",""
"Female","15"
"Male","15"
"","30"
"Multiple disable",""
"Female","22"
"Male","19"
"","41"
"No disability",""
"Female","9799"
"Male","8115"
"","17914"
"Physical",""
"Female","56"
"Male","85"
"","141"
"Speech problem",""
"Female","34"
"Male","28"
"","62"
