"Population by Educational Attainment","Number"
"Beginners",""
"Female","219"
"Male","226"
"Graduate and Equivalent",""
"Female","30"
"Male","85"
"Intermediate and Equivalent",""
"Female","235"
"Male","251"
"Level not Stated",""
"Female","37"
"Male","34"
"Lower Secondary (Class 6-8)",""
"Female","1214"
"Male","1293"
"Non Formal Education",""
"Female","491"
"Male","508"
"Others",""
"Female","5"
"Male","7"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","12"
"Primary Education (1-5 Class)",""
"Female","2668"
"Male","2703"
"Secondary Level (Class 9-10)",""
"Female","746"
"Male","901"
"SLC and Equivalent",""
"Female","794"
"Male","842"
