"Population by Mother tongue","Number"
"Bangla",""
"Female","73"
"Male","62"
"","135"
"Bantawa",""
"Female","127"
"Male","102"
"","229"
"Bhojpuri",""
"Female","39"
"Male","54"
"","93"
"Bhujel",""
"Female","26"
"Male","20"
"","46"
"Chamling",""
"Female","54"
"Male","54"
"","108"
"Danuwar",""
"Female","377"
"Male","345"
"","722"
"Dhimal",""
"Female","245"
"Male","209"
"","454"
"Gurung",""
"Female","90"
"Male","81"
"","171"
"Hindi",""
"Female","66"
"Male","73"
"","139"
"Khaling",""
"Female","7"
"Male","4"
"","11"
"Kisan",""
"Female","9"
"Male","11"
"","20"
"Kulung",""
"Female","13"
"Male","10"
"","23"
"Kumal",""
"Female","89"
"Male","110"
"","199"
"Limbu",""
"Female","1518"
"Male","1361"
"","2879"
"Magar",""
"Female","706"
"Male","638"
"","1344"
"Maithili",""
"Female","557"
"Male","587"
"","1144"
"Majhi",""
"Female","46"
"Male","47"
"","93"
"Meche",""
"Female","88"
"Male","79"
"","167"
"Mewahang",""
"Female","6"
"Male","6"
"","12"
"Nepali",""
"Female","23618"
"Male","20871"
"","44489"
"Newar",""
"Female","284"
"Male","250"
"","534"
"Not Reported",""
"Female","40"
"Male","31"
"","71"
"Others",""
"Female","74"
"Male","72"
"","146"
"Rai",""
"Female","819"
"Male","730"
"","1549"
"Rajbanshi",""
"Female","602"
"Male","602"
"","1204"
"Rajsthani",""
"Female","48"
"Male","44"
"","92"
"Sampang",""
"Female","21"
"Male","27"
"","48"
"Santhali",""
"Female","299"
"Male","308"
"","607"
"Sherpa",""
"Female","22"
"Male","11"
"","33"
"Sign Language",""
"Female","9"
"Male","6"
"","15"
"Sunuwar",""
"Female","37"
"Male","27"
"","64"
"Tajpuriya",""
"Female","10"
"Male","7"
"","17"
"Tamang",""
"Female","957"
"Male","842"
"","1799"
"Tharu",""
"Female","530"
"Male","478"
"","1008"
"Thulung",""
"Female","8"
"Male","13"
"","21"
"Uranw/Urau",""
"Female","143"
"Male","127"
"","270"
"Urdu",""
"Female","97"
"Male","103"
"","200"
"Yakkha",""
"Female","14"
"Male","11"
"","25"
"Yamphu/Yamphe",""
"Female","12"
"Male","12"
"","24"
