"Population by Educational Attainment","Number"
"Beginners",""
"Female","750"
"Male","804"
"","1554"
"Graduate and Equivalent",""
"Female","253"
"Male","630"
"","883"
"Intermediate and Equivalent",""
"Female","1081"
"Male","1434"
"","2515"
"Level not Stated",""
"Female","17"
"Male","17"
"","34"
"Lower Secondary (Class 6-8)",""
"Female","4954"
"Male","4716"
"","9670"
"Non Formal Education",""
"Female","1220"
"Male","1249"
"","2469"
"Others",""
"Female","6"
"Male","12"
"","18"
"Post Graduate Equivalent and Above",""
"Female","48"
"Male","175"
"","223"
"Primary Education (1-5 Class)",""
"Female","6512"
"Male","7104"
"","13616"
"Secondary Level (Class 9-10)",""
"Female","3744"
"Male","3191"
"","6935"
"SLC and Equivalent",""
"Female","2614"
"Male","2620"
"","5234"
