"Population by Educational Attainment","Number"
"Beginners",""
"Female","314"
"Male","377"
"","691"
"Graduate and Equivalent",""
"Female","33"
"Male","198"
"","231"
"Intermediate and Equivalent",""
"Female","131"
"Male","547"
"","678"
"Level not Stated",""
"Female","23"
"Male","45"
"","68"
"Lower Secondary (Class 6-8)",""
"Female","1151"
"Male","2404"
"","3555"
"Non Formal Education",""
"Female","32"
"Male","22"
"","54"
"Others",""
"Female","66"
"Male","33"
"","99"
"Post Graduate Equivalent and Above",""
"Female","8"
"Male","52"
"","60"
"Primary Education (1-5 Class)",""
"Female","4255"
"Male","6150"
"","10405"
"Secondary Level (Class 9-10)",""
"Female","437"
"Male","1295"
"","1732"
"SLC and Equivalent",""
"Female","307"
"Male","909"
"","1216"
