"Population by Single Year of Age","Number"
"0",""
"Female","259"
"Male","255"
"1",""
"Female","250"
"Male","234"
"10",""
"Female","417"
"Male","434"
"11",""
"Female","342"
"Male","354"
"12",""
"Female","443"
"Male","402"
"13",""
"Female","418"
"Male","387"
"14",""
"Female","425"
"Male","430"
"15",""
"Female","430"
"Male","332"
"16",""
"Female","371"
"Male","380"
"17",""
"Female","338"
"Male","298"
"18",""
"Female","363"
"Male","338"
"19",""
"Female","246"
"Male","173"
"2",""
"Female","209"
"Male","242"
"20",""
"Female","274"
"Male","204"
"21",""
"Female","235"
"Male","165"
"22",""
"Female","319"
"Male","174"
"23",""
"Female","189"
"Male","112"
"24",""
"Female","237"
"Male","177"
"25",""
"Female","327"
"Male","163"
"26",""
"Female","231"
"Male","136"
"27",""
"Female","208"
"Male","142"
"28",""
"Female","230"
"Male","175"
"29",""
"Female","133"
"Male","102"
"3",""
"Female","245"
"Male","266"
"30",""
"Female","355"
"Male","215"
"31",""
"Female","111"
"Male","102"
"32",""
"Female","201"
"Male","161"
"33",""
"Female","117"
"Male","121"
"34",""
"Female","99"
"Male","92"
"35",""
"Female","393"
"Male","231"
"36",""
"Female","179"
"Male","129"
"37",""
"Female","110"
"Male","76"
"38",""
"Female","162"
"Male","138"
"39",""
"Female","94"
"Male","71"
"4",""
"Female","297"
"Male","307"
"40",""
"Female","364"
"Male","272"
"41",""
"Female","103"
"Male","81"
"42",""
"Female","188"
"Male","129"
"43",""
"Female","104"
"Male","108"
"44",""
"Female","80"
"Male","75"
"45",""
"Female","299"
"Male","261"
"46",""
"Female","122"
"Male","107"
"47",""
"Female","113"
"Male","101"
"48",""
"Female","129"
"Male","142"
"49",""
"Female","87"
"Male","86"
"5",""
"Female","310"
"Male","313"
"50",""
"Female","282"
"Male","227"
"51",""
"Female","79"
"Male","74"
"52",""
"Female","108"
"Male","130"
"53",""
"Female","77"
"Male","88"
"54",""
"Female","65"
"Male","79"
"55",""
"Female","170"
"Male","178"
"56",""
"Female","86"
"Male","104"
"57",""
"Female","69"
"Male","102"
"58",""
"Female","98"
"Male","105"
"59",""
"Female","77"
"Male","84"
"6",""
"Female","320"
"Male","318"
"60",""
"Female","237"
"Male","199"
"61",""
"Female","70"
"Male","79"
"62",""
"Female","87"
"Male","64"
"63",""
"Female","57"
"Male","49"
"64",""
"Female","59"
"Male","51"
"65",""
"Female","150"
"Male","138"
"66",""
"Female","66"
"Male","76"
"67",""
"Female","49"
"Male","68"
"68",""
"Female","56"
"Male","60"
"69",""
"Female","50"
"Male","53"
"7",""
"Female","337"
"Male","323"
"70",""
"Female","147"
"Male","114"
"71",""
"Female","36"
"Male","34"
"72",""
"Female","68"
"Male","70"
"73",""
"Female","47"
"Male","44"
"74",""
"Female","24"
"Male","36"
"75",""
"Female","65"
"Male","80"
"76",""
"Female","33"
"Male","41"
"77",""
"Female","32"
"Male","37"
"78",""
"Female","35"
"Male","53"
"79",""
"Female","5"
"Male","23"
"8",""
"Female","329"
"Male","351"
"80",""
"Female","50"
"Male","43"
"81",""
"Female","19"
"Male","16"
"82",""
"Female","16"
"Male","16"
"83",""
"Female","12"
"Male","19"
"84",""
"Female","20"
"Male","20"
"85",""
"Female","69"
"Male","58"
"9",""
"Female","334"
"Male","301"
