"Population by Educational Attainment","Number"
"Beginners",""
"Female","229"
"Male","238"
"","467"
"Graduate and Equivalent",""
"Female","44"
"Male","88"
"","132"
"Intermediate and Equivalent",""
"Female","222"
"Male","240"
"","462"
"Level not Stated",""
"Female","26"
"Male","59"
"","85"
"Lower Secondary (Class 6-8)",""
"Female","1461"
"Male","1443"
"","2904"
"Non Formal Education",""
"Female","917"
"Male","905"
"","1822"
"Others",""
"Female","4"
"Male","10"
"","14"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","31"
"","36"
"Primary Education (1-5 Class)",""
"Female","2817"
"Male","3132"
"","5949"
"Secondary Level (Class 9-10)",""
"Female","596"
"Male","640"
"","1236"
"SLC and Equivalent",""
"Female","356"
"Male","477"
"","833"
