"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","265"
"Male","292"
"","557"
"Bin",""
"Female","271"
"Male","263"
"","534"
"Brahman - Hill",""
"Female","304"
"Male","332"
"","636"
"Brahman - Tarai",""
"Female","372"
"Male","447"
"","819"
"Chamar/ Harijan/ Ram",""
"Female","613"
"Male","650"
"","1263"
"Dhanuk",""
"Female","142"
"Male","158"
"","300"
"Dhobi",""
"Female","409"
"Male","454"
"","863"
"Dom",""
"Female","7"
"Male","4"
"","11"
"Dusadh/ Pasawan/ Pasi",""
"Female","464"
"Male","489"
"","953"
"Hajam/Thakur",""
"Female","238"
"Male","212"
"","450"
"Halwai",""
"Female","126"
"Male","135"
"","261"
"Kalar",""
"Female","4"
"Male","10"
"","14"
"Kalwar",""
"Female","567"
"Male","609"
"","1176"
"Kanu",""
"Female","117"
"Male","121"
"","238"
"Kayastha",""
"Female","54"
"Male","57"
"","111"
"Kewat",""
"Female","64"
"Male","64"
"","128"
"Khatwe",""
"Female","540"
"Male","612"
"","1152"
"Koiri/Kushwaha",""
"Female","774"
"Male","816"
"","1590"
"Kumhar",""
"Female","545"
"Male","629"
"","1174"
"Kurmi",""
"Female","431"
"Male","459"
"","890"
"Lohar",""
"Female","227"
"Male","253"
"","480"
"Mali",""
"Female","19"
"Male","11"
"","30"
"Musahar",""
"Female","225"
"Male","265"
"","490"
"Musalman",""
"Female","397"
"Male","391"
"","788"
"Nuniya",""
"Female","487"
"Male","486"
"","973"
"Others",""
"Female","25"
"Male","20"
"","45"
"Rai",""
"Female","18"
"Male","17"
"","35"
"Rajput",""
"Female","420"
"Male","481"
"","901"
"Sanyasi/Dasnami",""
"Female","29"
"Male","29"
"","58"
"Sonar",""
"Female","48"
"Male","52"
"","100"
"Sudhi",""
"Female","119"
"Male","140"
"","259"
"Tatma/Tatwa",""
"Female","121"
"Male","128"
"","249"
"Teli",""
"Female","655"
"Male","705"
"","1360"
"Undefined Others",""
"Female","6"
"Male","8"
"","14"
"Yadav",""
"Female","2784"
"Male","3062"
"","5846"
