"Population by disability type","Number"
"Blind/low vision",""
"Female","34"
"Male","36"
"","70"
"Deaf/hard of hearing",""
"Female","15"
"Male","15"
"","30"
"Deaf-Blind",""
"Female","2"
"Male","3"
"","5"
"Intellectual disable",""
"Female","2"
"Male","2"
"","4"
"Mental disable",""
"Female","2"
"Male","12"
"","14"
"Multiple disable",""
"Female","9"
"Male","8"
"","17"
"No disability",""
"Female","11765"
"Male","12695"
"","24460"
"Physical",""
"Female","43"
"Male","69"
"","112"
"Speech problem",""
"Female","15"
"Male","21"
"","36"
