"Population by disability type","Number"
"Blind/low vision",""
"Female","55"
"Male","55"
"","110"
"Deaf/hard of hearing",""
"Female","61"
"Male","79"
"","140"
"Deaf-Blind",""
"Female","8"
"Male","2"
"","10"
"Intellectual disable",""
"Female","5"
"Male","5"
"","10"
"Mental disable",""
"Female","4"
"Male","9"
"","13"
"Multiple disable",""
"Female","21"
"Male","12"
"","33"
"No disability",""
"Female","9111"
"Male","8124"
"","17235"
"Physical",""
"Female","129"
"Male","168"
"","297"
"Speech problem",""
"Female","28"
"Male","26"
"","54"
