"Population by disability type","Number"
"Blind/low vision",""
"Female","49"
"Male","75"
"","124"
"Deaf/hard of hearing",""
"Female","58"
"Male","41"
"","99"
"Deaf-Blind",""
"Female","11"
"Male","4"
"","15"
"Intellectual disable",""
"Female","2"
"Male","6"
"","8"
"Mental disable",""
"Female","9"
"Male","14"
"","23"
"Multiple disable",""
"Female","26"
"Male","29"
"","55"
"No disability",""
"Female","11247"
"Male","9691"
"","20938"
"Physical",""
"Female","75"
"Male","102"
"","177"
"Speech problem",""
"Female","24"
"Male","21"
"","45"
