"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","58"
"Male","49"
"Brahman - Hill",""
"Female","1340"
"Male","1305"
"Brahman - Tarai",""
"Female","11"
"Male","12"
"Chhetri",""
"Female","8527"
"Male","6843"
"Dalit Others",""
"Female","68"
"Male","71"
"Damai/Dholi",""
"Female","619"
"Male","581"
"Gharti/Bhujel",""
"Female","732"
"Male","633"
"Gurung",""
"Female","4"
"Male","10"
"Hajam/Thakur",""
"Female","4"
"Male","19"
"Halwai",""
"Female","5"
"Male","10"
"Hayu",""
"Female","18"
"Male","13"
"Hyolmo",""
"Female","202"
"Male","169"
"Kami",""
"Female","612"
"Male","569"
"Kathabaniyan",""
"Female","5"
"Male","14"
"Kumal",""
"Female","7"
"Male","5"
"Magar",""
"Female","2239"
"Male","1878"
"Majhi",""
"Female","1809"
"Male","1632"
"Musalman",""
"Female","6"
"Male","11"
"Newar",""
"Female","3202"
"Male","2662"
"Others",""
"Female","32"
"Male","38"
"Pahari",""
"Female","155"
"Male","119"
"Rai",""
"Female","12"
"Male","9"
"Rajput",""
"Female","5"
"Male","6"
"Sanyasi/Dasnami",""
"Female","698"
"Male","525"
"Sarki",""
"Female","1569"
"Male","1393"
"Sherpa",""
"Female","9"
"Male","23"
"Sonar",""
"Female","3"
"Male","9"
"Sunuwar",""
"Female","24"
"Male","25"
"Tamang",""
"Female","2621"
"Male","2003"
"Teli",""
"Female","13"
"Male","27"
"Terai Others",""
"Female","20"
"Male","13"
"Thakuri",""
"Female","7"
"Male","7"
"Tharu",""
"Female","10"
"Male","28"
"Undefined Others",""
"Female","5"
"Male","14"
"Yadav",""
"Female","15"
"Male","25"
