"Population by Educational Attainment","Number"
"Beginners",""
"Female","262"
"Male","315"
"Graduate and Equivalent",""
"Female","166"
"Male","355"
"Intermediate and Equivalent",""
"Female","710"
"Male","746"
"Level not Stated",""
"Female","84"
"Male","97"
"Lower Secondary (Class 6-8)",""
"Female","2919"
"Male","3129"
"Non Formal Education",""
"Female","924"
"Male","1053"
"Others",""
"Female","6"
"Male","11"
"Post Graduate Equivalent and Above",""
"Female","13"
"Male","134"
"Primary Education (1-5 Class)",""
"Female","5130"
"Male","5839"
"Secondary Level (Class 9-10)",""
"Female","1476"
"Male","1483"
"SLC and Equivalent",""
"Female","1083"
"Male","1384"
