"Population by Educational Attainment","Number"
"Beginners",""
"Female","215"
"Male","268"
"Graduate and Equivalent",""
"Female","33"
"Male","86"
"Intermediate and Equivalent",""
"Female","109"
"Male","171"
"Level not Stated",""
"Female","20"
"Male","11"
"Lower Secondary (Class 6-8)",""
"Female","1539"
"Male","1400"
"Non Formal Education",""
"Female","354"
"Male","393"
"Others",""
"Female","4"
"Male","1"
"Post Graduate Equivalent and Above",""
"Female","2"
"Male","24"
"Primary Education (1-5 Class)",""
"Female","2220"
"Male","2439"
"Secondary Level (Class 9-10)",""
"Female","921"
"Male","870"
"SLC and Equivalent",""
"Female","656"
"Male","613"
