"Population by Single Year of Age","Number"
"0",""
"Female","150"
"Male","177"
"1",""
"Female","177"
"Male","153"
"10",""
"Female","240"
"Male","242"
"11",""
"Female","216"
"Male","219"
"12",""
"Female","260"
"Male","261"
"13",""
"Female","215"
"Male","245"
"14",""
"Female","257"
"Male","245"
"15",""
"Female","233"
"Male","226"
"16",""
"Female","235"
"Male","236"
"17",""
"Female","264"
"Male","231"
"18",""
"Female","255"
"Male","229"
"19",""
"Female","186"
"Male","144"
"2",""
"Female","156"
"Male","151"
"20",""
"Female","187"
"Male","134"
"21",""
"Female","172"
"Male","115"
"22",""
"Female","247"
"Male","98"
"23",""
"Female","179"
"Male","99"
"24",""
"Female","172"
"Male","79"
"25",""
"Female","209"
"Male","99"
"26",""
"Female","158"
"Male","77"
"27",""
"Female","146"
"Male","102"
"28",""
"Female","180"
"Male","100"
"29",""
"Female","134"
"Male","74"
"3",""
"Female","152"
"Male","152"
"30",""
"Female","191"
"Male","101"
"31",""
"Female","109"
"Male","56"
"32",""
"Female","145"
"Male","91"
"33",""
"Female","116"
"Male","83"
"34",""
"Female","103"
"Male","79"
"35",""
"Female","172"
"Male","104"
"36",""
"Female","94"
"Male","75"
"37",""
"Female","113"
"Male","76"
"38",""
"Female","106"
"Male","84"
"39",""
"Female","114"
"Male","70"
"4",""
"Female","159"
"Male","197"
"40",""
"Female","187"
"Male","131"
"41",""
"Female","103"
"Male","76"
"42",""
"Female","113"
"Male","92"
"43",""
"Female","115"
"Male","104"
"44",""
"Female","96"
"Male","66"
"45",""
"Female","157"
"Male","114"
"46",""
"Female","97"
"Male","76"
"47",""
"Female","87"
"Male","66"
"48",""
"Female","109"
"Male","100"
"49",""
"Female","82"
"Male","94"
"5",""
"Female","201"
"Male","199"
"50",""
"Female","164"
"Male","121"
"51",""
"Female","70"
"Male","82"
"52",""
"Female","84"
"Male","89"
"53",""
"Female","70"
"Male","80"
"54",""
"Female","50"
"Male","67"
"55",""
"Female","96"
"Male","96"
"56",""
"Female","74"
"Male","60"
"57",""
"Female","65"
"Male","51"
"58",""
"Female","52"
"Male","58"
"59",""
"Female","54"
"Male","55"
"6",""
"Female","181"
"Male","192"
"60",""
"Female","92"
"Male","77"
"61",""
"Female","52"
"Male","43"
"62",""
"Female","58"
"Male","47"
"63",""
"Female","50"
"Male","47"
"64",""
"Female","36"
"Male","41"
"65",""
"Female","58"
"Male","57"
"66",""
"Female","22"
"Male","24"
"67",""
"Female","50"
"Male","40"
"68",""
"Female","40"
"Male","46"
"69",""
"Female","18"
"Male","27"
"7",""
"Female","221"
"Male","221"
"70",""
"Female","57"
"Male","54"
"71",""
"Female","14"
"Male","28"
"72",""
"Female","26"
"Male","26"
"73",""
"Female","27"
"Male","37"
"74",""
"Female","30"
"Male","13"
"75",""
"Female","30"
"Male","23"
"76",""
"Female","23"
"Male","18"
"77",""
"Female","32"
"Male","20"
"78",""
"Female","21"
"Male","20"
"79",""
"Female","10"
"Male","7"
"8",""
"Female","205"
"Male","194"
"80",""
"Female","20"
"Male","27"
"81",""
"Female","10"
"Male","6"
"82",""
"Female","9"
"Male","12"
"83",""
"Female","7"
"Male","8"
"84",""
"Female","7"
"Male","8"
"85",""
"Female","35"
"Male","27"
"9",""
"Female","207"
"Male","175"
