"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","33"
"Male","27"
"Badi",""
"Female","10"
"Male","6"
"Bangali",""
"Female","10"
"Male","6"
"Bantaba",""
"Female","7"
"Male","6"
"Bantar/Sardar",""
"Female","191"
"Male","179"
"Baraee",""
"Female","25"
"Male","24"
"Brahman - Hill",""
"Female","576"
"Male","509"
"Brahman - Tarai",""
"Female","32"
"Male","33"
"Chamar/ Harijan/ Ram",""
"Female","168"
"Male","191"
"Chhetri",""
"Female","1598"
"Male","1249"
"Damai/Dholi",""
"Female","79"
"Male","73"
"Dhanuk",""
"Female","174"
"Male","160"
"Dhimal",""
"Female","6"
"Male","6"
"Dhobi",""
"Female","42"
"Male","34"
"Dom",""
"Female","21"
"Male","21"
"Dusadh/ Pasawan/ Pasi",""
"Female","81"
"Male","87"
"Ghale",""
"Female","182"
"Male","194"
"Gharti/Bhujel",""
"Female","26"
"Male","24"
"Gurung",""
"Female","31"
"Male","22"
"Hajam/Thakur",""
"Female","80"
"Male","62"
"Halwai",""
"Female","117"
"Male","120"
"Kalwar",""
"Female","9"
"Male","8"
"Kami",""
"Female","182"
"Male","149"
"Kathabaniyan",""
"Female","188"
"Male","176"
"Kayastha",""
"Female","48"
"Male","50"
"Khatwe",""
"Female","483"
"Male","442"
"Koiri/Kushwaha",""
"Female","51"
"Male","66"
"Kumhar",""
"Female","14"
"Male","11"
"Limbu",""
"Female","9"
"Male","9"
"Lohar",""
"Female","7"
"Male","10"
"Magar",""
"Female","125"
"Male","102"
"Mali",""
"Female","24"
"Male","15"
"Mallaha",""
"Female","281"
"Male","271"
"Musahar",""
"Female","917"
"Male","891"
"Musalman",""
"Female","208"
"Male","219"
"Nachhiring",""
"Female","6"
"Male","5"
"Newar",""
"Female","195"
"Male","165"
"Others",""
"Female","18"
"Male","22"
"Punjabi/Sikh",""
"Female","10"
"Male","10"
"Rai",""
"Female","264"
"Male","196"
"Rajdhob",""
"Female","438"
"Male","486"
"Rajput",""
"Female","24"
"Male","26"
"Sanyasi/Dasnami",""
"Female","24"
"Male","26"
"Sarki",""
"Female","24"
"Male","17"
"Sonar",""
"Female","10"
"Male","14"
"Sudhi",""
"Female","17"
"Male","17"
"Tamang",""
"Female","109"
"Male","90"
"Teli",""
"Female","207"
"Male","220"
"Terai Others",""
"Female","10"
"Male","10"
"Thakuri",""
"Female","8"
"Male","5"
"Tharu",""
"Female","3013"
"Male","2571"
"Thulung",""
"Female","7"
"Male","6"
"Undefined Others",""
"Female","12"
"Male","10"
"Yadav",""
"Female","682"
"Male","670"
