"Population by Single Year of Age","Number"
"0",""
"Female","353"
"Male","357"
"1",""
"Female","280"
"Male","300"
"10",""
"Female","444"
"Male","388"
"11",""
"Female","295"
"Male","291"
"12",""
"Female","456"
"Male","432"
"13",""
"Female","329"
"Male","316"
"14",""
"Female","346"
"Male","304"
"15",""
"Female","319"
"Male","265"
"16",""
"Female","289"
"Male","217"
"17",""
"Female","270"
"Male","150"
"18",""
"Female","311"
"Male","198"
"19",""
"Female","130"
"Male","86"
"2",""
"Female","431"
"Male","426"
"20",""
"Female","337"
"Male","207"
"21",""
"Female","181"
"Male","93"
"22",""
"Female","264"
"Male","160"
"23",""
"Female","157"
"Male","96"
"24",""
"Female","191"
"Male","102"
"25",""
"Female","268"
"Male","119"
"26",""
"Female","190"
"Male","111"
"27",""
"Female","139"
"Male","73"
"28",""
"Female","274"
"Male","156"
"29",""
"Female","77"
"Male","52"
"3",""
"Female","430"
"Male","450"
"30",""
"Female","366"
"Male","150"
"31",""
"Female","80"
"Male","38"
"32",""
"Female","194"
"Male","98"
"33",""
"Female","110"
"Male","62"
"34",""
"Female","125"
"Male","65"
"35",""
"Female","340"
"Male","173"
"36",""
"Female","107"
"Male","76"
"37",""
"Female","67"
"Male","41"
"38",""
"Female","155"
"Male","81"
"39",""
"Female","46"
"Male","22"
"4",""
"Female","413"
"Male","450"
"40",""
"Female","388"
"Male","156"
"41",""
"Female","60"
"Male","38"
"42",""
"Female","93"
"Male","67"
"43",""
"Female","66"
"Male","44"
"44",""
"Female","52"
"Male","34"
"45",""
"Female","250"
"Male","140"
"46",""
"Female","64"
"Male","41"
"47",""
"Female","40"
"Male","24"
"48",""
"Female","98"
"Male","74"
"49",""
"Female","34"
"Male","23"
"5",""
"Female","464"
"Male","458"
"50",""
"Female","318"
"Male","161"
"51",""
"Female","46"
"Male","25"
"52",""
"Female","70"
"Male","62"
"53",""
"Female","44"
"Male","36"
"54",""
"Female","33"
"Male","39"
"55",""
"Female","152"
"Male","104"
"56",""
"Female","54"
"Male","49"
"57",""
"Female","35"
"Male","40"
"58",""
"Female","77"
"Male","71"
"59",""
"Female","35"
"Male","38"
"6",""
"Female","384"
"Male","411"
"60",""
"Female","265"
"Male","144"
"61",""
"Female","58"
"Male","38"
"62",""
"Female","91"
"Male","50"
"63",""
"Female","50"
"Male","28"
"64",""
"Female","53"
"Male","39"
"65",""
"Female","150"
"Male","98"
"66",""
"Female","31"
"Male","27"
"67",""
"Female","33"
"Male","17"
"68",""
"Female","43"
"Male","44"
"69",""
"Female","11"
"Male","22"
"7",""
"Female","365"
"Male","345"
"70",""
"Female","122"
"Male","67"
"71",""
"Female","24"
"Male","20"
"72",""
"Female","40"
"Male","33"
"73",""
"Female","8"
"Male","12"
"74",""
"Female","11"
"Male","8"
"75",""
"Female","53"
"Male","28"
"76",""
"Female","10"
"Male","11"
"77",""
"Female","8"
"Male","3"
"78",""
"Female","11"
"Male","17"
"79",""
"Female","5"
"Male","9"
"8",""
"Female","423"
"Male","460"
"80",""
"Female","37"
"Male","20"
"81",""
"Female","10"
"Male","3"
"82",""
"Female","8"
"Male","0"
"83",""
"Female","4"
"Male","4"
"84",""
"Female","3"
"Male","6"
"85",""
"Female","16"
"Male","9"
"9",""
"Female","315"
"Male","301"
