"Population by Educational Attainment","Number"
"Beginners",""
"Female","87"
"Male","95"
"","182"
"Graduate and Equivalent",""
"Female","1"
"Male","22"
"","23"
"Intermediate and Equivalent",""
"Female","18"
"Male","44"
"","62"
"Level not Stated",""
"Female","5"
"Male","8"
"","13"
"Lower Secondary (Class 6-8)",""
"Female","159"
"Male","287"
"","446"
"Non Formal Education",""
"Female","60"
"Male","73"
"","133"
"Others",""
"Female","1"
"Male","0"
"","1"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","6"
"","6"
"Primary Education (1-5 Class)",""
"Female","668"
"Male","741"
"","1409"
"Secondary Level (Class 9-10)",""
"Female","57"
"Male","183"
"","240"
"SLC and Equivalent",""
"Female","65"
"Male","161"
"","226"
