"Population by disability type","Number"
"Blind/low vision",""
"Female","19"
"Male","27"
"","46"
"Deaf/hard of hearing",""
"Female","31"
"Male","33"
"","64"
"Deaf-Blind",""
"Female","5"
"Male","3"
"","8"
"Intellectual disable",""
"Female","1"
"Male","1"
"","2"
"Mental disable",""
"Female","7"
"Male","1"
"","8"
"Multiple disable",""
"Female","13"
"Male","9"
"","22"
"No disability",""
"Female","2400"
"Male","2426"
"","4826"
"Physical",""
"Female","48"
"Male","76"
"","124"
"Speech problem",""
"Female","9"
"Male","20"
"","29"
