"Population by Educational Attainment","Number"
"Beginners",""
"Female","286"
"Male","327"
"","613"
"Graduate and Equivalent",""
"Female","54"
"Male","138"
"","192"
"Intermediate and Equivalent",""
"Female","253"
"Male","272"
"","525"
"Level not Stated",""
"Female","3"
"Male","7"
"","10"
"Lower Secondary (Class 6-8)",""
"Female","1659"
"Male","1269"
"","2928"
"Non Formal Education",""
"Female","525"
"Male","449"
"","974"
"Others",""
"Female","1"
"Male","2"
"","3"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","75"
"","81"
"Primary Education (1-5 Class)",""
"Female","2620"
"Male","2227"
"","4847"
"Secondary Level (Class 9-10)",""
"Female","875"
"Male","647"
"","1522"
"SLC and Equivalent",""
"Female","731"
"Male","687"
"","1418"
