"Population by Caste Ethinicity","Number"
"Badi",""
"Female","46"
"Male","21"
"","67"
"Bote",""
"Female","144"
"Male","109"
"","253"
"Brahman - Hill",""
"Female","3793"
"Male","2771"
"","6564"
"Chhetri",""
"Female","1024"
"Male","736"
"","1760"
"Damai/Dholi",""
"Female","227"
"Male","170"
"","397"
"Gaine",""
"Female","51"
"Male","33"
"","84"
"Gharti/Bhujel",""
"Female","84"
"Male","59"
"","143"
"Gurung",""
"Female","36"
"Male","26"
"","62"
"Kami",""
"Female","1248"
"Male","876"
"","2124"
"Kumal",""
"Female","27"
"Male","27"
"","54"
"Magar",""
"Female","2137"
"Male","1627"
"","3764"
"Majhi",""
"Female","8"
"Male","18"
"","26"
"Musalman",""
"Female","13"
"Male","19"
"","32"
"Newar",""
"Female","641"
"Male","542"
"","1183"
"Others",""
"Female","27"
"Male","21"
"","48"
"Rai",""
"Female","8"
"Male","7"
"","15"
"Sanyasi/Dasnami",""
"Female","483"
"Male","337"
"","820"
"Sarki",""
"Female","565"
"Male","383"
"","948"
"Thakuri",""
"Female","122"
"Male","91"
"","213"
"Tharu",""
"Female","5"
"Male","19"
"","24"
