"Population by disability type","Number"
"Blind/low vision",""
"Female","56"
"Male","46"
"","102"
"Deaf/hard of hearing",""
"Female","41"
"Male","42"
"","83"
"Deaf-Blind",""
"Female","3"
"Male","5"
"","8"
"Intellectual disable",""
"Female","8"
"Male","11"
"","19"
"Mental disable",""
"Female","20"
"Male","21"
"","41"
"Multiple disable",""
"Female","24"
"Male","21"
"","45"
"No disability",""
"Female","10405"
"Male","7582"
"","17987"
"Physical",""
"Female","88"
"Male","120"
"","208"
"Speech problem",""
"Female","44"
"Male","44"
"","88"
