"Population by Educational Attainment","Number"
"Beginners",""
"Female","233"
"Male","260"
"","493"
"Graduate and Equivalent",""
"Female","14"
"Male","84"
"","98"
"Intermediate and Equivalent",""
"Female","143"
"Male","261"
"","404"
"Level not Stated",""
"Female","19"
"Male","9"
"","28"
"Lower Secondary (Class 6-8)",""
"Female","1097"
"Male","1245"
"","2342"
"Non Formal Education",""
"Female","207"
"Male","145"
"","352"
"Others",""
"Female","2"
"Male","4"
"","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","30"
"","31"
"Primary Education (1-5 Class)",""
"Female","2413"
"Male","2403"
"","4816"
"Secondary Level (Class 9-10)",""
"Female","481"
"Male","670"
"","1151"
"SLC and Equivalent",""
"Female","223"
"Male","327"
"","550"
