"Population by Educational Attainment","Number"
"Beginners",""
"Female","62"
"Male","69"
"","131"
"Graduate and Equivalent",""
"Female","84"
"Male","272"
"","356"
"Intermediate and Equivalent",""
"Female","167"
"Male","451"
"","618"
"Level not Stated",""
"Female","27"
"Male","30"
"","57"
"Lower Secondary (Class 6-8)",""
"Female","837"
"Male","1255"
"","2092"
"Non Formal Education",""
"Female","26"
"Male","29"
"","55"
"Others",""
"Female","5"
"Male","7"
"","12"
"Post Graduate Equivalent and Above",""
"Female","20"
"Male","50"
"","70"
"Primary Education (1-5 Class)",""
"Female","2144"
"Male","2495"
"","4639"
"Secondary Level (Class 9-10)",""
"Female","394"
"Male","826"
"","1220"
"SLC and Equivalent",""
"Female","278"
"Male","538"
"","816"
