"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","59"
"Male","59"
"","118"
"Bangali",""
"Female","36"
"Male","26"
"","62"
"Baraee",""
"Female","221"
"Male","199"
"","420"
"Brahman - Hill",""
"Female","187"
"Male","178"
"","365"
"Brahman - Tarai",""
"Female","375"
"Male","435"
"","810"
"Chamar/ Harijan/ Ram",""
"Female","672"
"Male","612"
"","1284"
"Danuwar",""
"Female","362"
"Male","310"
"","672"
"Dhanuk",""
"Female","67"
"Male","62"
"","129"
"Dhobi",""
"Female","98"
"Male","94"
"","192"
"Dom",""
"Female","8"
"Male","8"
"","16"
"Dusadh/ Pasawan/ Pasi",""
"Female","355"
"Male","318"
"","673"
"Hajam/Thakur",""
"Female","136"
"Male","159"
"","295"
"Halwai",""
"Female","86"
"Male","75"
"","161"
"Kalwar",""
"Female","19"
"Male","20"
"","39"
"Kami",""
"Female","31"
"Male","16"
"","47"
"Kewat",""
"Female","322"
"Male","312"
"","634"
"Khatwe",""
"Female","261"
"Male","252"
"","513"
"Koiri/Kushwaha",""
"Female","86"
"Male","90"
"","176"
"Lohar",""
"Female","9"
"Male","11"
"","20"
"Mali",""
"Female","15"
"Male","12"
"","27"
"Mallaha",""
"Female","189"
"Male","181"
"","370"
"Musahar",""
"Female","622"
"Male","629"
"","1251"
"Musalman",""
"Female","454"
"Male","401"
"","855"
"Others",""
"Female","19"
"Male","9"
"","28"
"Punjabi/Sikh",""
"Female","25"
"Male","15"
"","40"
"Rai",""
"Female","7"
"Male","7"
"","14"
"Sonar",""
"Female","44"
"Male","35"
"","79"
"Sudhi",""
"Female","547"
"Male","533"
"","1080"
"Sunuwar",""
"Female","4"
"Male","8"
"","12"
"Tatma/Tatwa",""
"Female","317"
"Male","298"
"","615"
"Teli",""
"Female","397"
"Male","360"
"","757"
"Terai Others",""
"Female","57"
"Male","36"
"","93"
"Tharu",""
"Female","55"
"Male","55"
"","110"
"Undefined Others",""
"Female","14"
"Male","12"
"","26"
"Yadav",""
"Female","5774"
"Male","5289"
"","11063"
