"Population by Educational Attainment","Number"
"Beginners",""
"Female","118"
"Male","127"
"Graduate and Equivalent",""
"Female","5"
"Male","30"
"Intermediate and Equivalent",""
"Female","55"
"Male","216"
"Level not Stated",""
"Female","4"
"Male","5"
"Lower Secondary (Class 6-8)",""
"Female","417"
"Male","719"
"Non Formal Education",""
"Female","123"
"Male","142"
"Others",""
"Female","0"
"Male","2"
"Post Graduate Equivalent and Above",""
"Female","0"
"Male","5"
"Primary Education (1-5 Class)",""
"Female","1504"
"Male","1701"
"Secondary Level (Class 9-10)",""
"Female","158"
"Male","370"
"SLC and Equivalent",""
"Female","105"
"Male","295"
