"Population by Educational Attainment","Number"
"Beginners",""
"Female","811"
"Male","1188"
"","1999"
"Graduate and Equivalent",""
"Female","1078"
"Male","2106"
"","3184"
"Intermediate and Equivalent",""
"Female","3207"
"Male","4621"
"","7828"
"Level not Stated",""
"Female","367"
"Male","455"
"","822"
"Lower Secondary (Class 6-8)",""
"Female","7157"
"Male","7958"
"","15115"
"Non Formal Education",""
"Female","1594"
"Male","1234"
"","2828"
"Others",""
"Female","34"
"Male","39"
"","73"
"Post Graduate Equivalent and Above",""
"Female","280"
"Male","1108"
"","1388"
"Primary Education (1-5 Class)",""
"Female","11310"
"Male","12146"
"","23456"
"Secondary Level (Class 9-10)",""
"Female","4678"
"Male","6123"
"","10801"
"SLC and Equivalent",""
"Female","3308"
"Male","4076"
"","7384"
