"Population by Mother tongue","Number"
"Achhami",""
"Female","924"
"Male","765"
"","1689"
"Baitadeli",""
"Female","5278"
"Male","4831"
"","10109"
"Bajhangi",""
"Female","2301"
"Male","1982"
"","4283"
"Bajureli",""
"Female","223"
"Male","204"
"","427"
"Bangla",""
"Female","27"
"Male","39"
"","66"
"Bhojpuri",""
"Female","30"
"Male","30"
"","60"
"Dadeldhuri",""
"Female","35"
"Male","35"
"","70"
"Dailekhi",""
"Female","23"
"Male","23"
"","46"
"Darchuleli",""
"Female","710"
"Male","672"
"","1382"
"Doteli",""
"Female","31365"
"Male","29905"
"","61270"
"English",""
"Female","6"
"Male","5"
"","11"
"Gurung",""
"Female","15"
"Male","9"
"","24"
"Hindi",""
"Female","512"
"Male","712"
"","1224"
"Magar",""
"Female","154"
"Male","135"
"","289"
"Maithili",""
"Female","338"
"Male","363"
"","701"
"Nepali",""
"Female","7031"
"Male","6857"
"","13888"
"Newar",""
"Female","48"
"Male","42"
"","90"
"Not Reported",""
"Female","70"
"Male","54"
"","124"
"Others",""
"Female","82"
"Male","68"
"","150"
"Pahari",""
"Female","13"
"Male","9"
"","22"
"Rai",""
"Female","8"
"Male","8"
"","16"
"Rajbanshi",""
"Female","11"
"Male","10"
"","21"
"Sherpa",""
"Female","7"
"Male","4"
"","11"
"Sonaha",""
"Female","32"
"Male","30"
"","62"
"Tamang",""
"Female","29"
"Male","28"
"","57"
"Tharu",""
"Female","4169"
"Male","4193"
"","8362"
"Uranw/Urau",""
"Female","61"
"Male","60"
"","121"
"Urdu",""
"Female","10"
"Male","14"
"","24"
