"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","4392"
"Male","4195"
"Brahman - Tarai",""
"Female","5"
"Male","8"
"Chhetri",""
"Female","2755"
"Male","2502"
"Dalit Others",""
"Female","91"
"Male","90"
"Damai/Dholi",""
"Female","220"
"Male","202"
"Gharti/Bhujel",""
"Female","148"
"Male","141"
"Gurung",""
"Female","50"
"Male","57"
"Hajam/Thakur",""
"Female","18"
"Male","30"
"Kami",""
"Female","330"
"Male","305"
"Magar",""
"Female","443"
"Male","421"
"Majhi",""
"Female","13"
"Male","21"
"Musalman",""
"Female","5"
"Male","26"
"Newar",""
"Female","3187"
"Male","2954"
"Others",""
"Female","36"
"Male","50"
"Pahari",""
"Female","23"
"Male","19"
"Rai",""
"Female","77"
"Male","73"
"Sanyasi/Dasnami",""
"Female","90"
"Male","85"
"Sarki",""
"Female","477"
"Male","460"
"Sunuwar",""
"Female","14"
"Male","17"
"Tamang",""
"Female","3996"
"Male","3534"
"Teli",""
"Female","4"
"Male","8"
"Terai Others",""
"Female","5"
"Male","8"
"Thakuri",""
"Female","236"
"Male","194"
"Thami",""
"Female","39"
"Male","38"
"Tharu",""
"Female","21"
"Male","30"
"Yadav",""
"Female","3"
"Male","16"
