"Population by Educational Attainment","Number"
"Beginners",""
"Female","463"
"Male","479"
"Graduate and Equivalent",""
"Female","225"
"Male","419"
"Intermediate and Equivalent",""
"Female","880"
"Male","1267"
"Level not Stated",""
"Female","66"
"Male","64"
"Lower Secondary (Class 6-8)",""
"Female","2120"
"Male","2346"
"Non Formal Education",""
"Female","625"
"Male","724"
"Others",""
"Female","2"
"Male","11"
"Post Graduate Equivalent and Above",""
"Female","72"
"Male","182"
"Primary Education (1-5 Class)",""
"Female","3272"
"Male","3636"
"Secondary Level (Class 9-10)",""
"Female","1264"
"Male","1484"
"SLC and Equivalent",""
"Female","1351"
"Male","1671"
