"Population by Single Year of Age","Number"
"0",""
"Female","281"
"Male","304"
"1",""
"Female","268"
"Male","273"
"10",""
"Female","295"
"Male","334"
"11",""
"Female","195"
"Male","225"
"12",""
"Female","329"
"Male","353"
"13",""
"Female","224"
"Male","226"
"14",""
"Female","299"
"Male","276"
"15",""
"Female","197"
"Male","178"
"16",""
"Female","219"
"Male","234"
"17",""
"Female","101"
"Male","145"
"18",""
"Female","313"
"Male","261"
"19",""
"Female","174"
"Male","155"
"2",""
"Female","299"
"Male","320"
"20",""
"Female","283"
"Male","246"
"21",""
"Female","148"
"Male","162"
"22",""
"Female","259"
"Male","206"
"23",""
"Female","155"
"Male","163"
"24",""
"Female","174"
"Male","181"
"25",""
"Female","273"
"Male","225"
"26",""
"Female","145"
"Male","184"
"27",""
"Female","108"
"Male","167"
"28",""
"Female","157"
"Male","221"
"29",""
"Female","62"
"Male","83"
"3",""
"Female","351"
"Male","366"
"30",""
"Female","216"
"Male","230"
"31",""
"Female","42"
"Male","69"
"32",""
"Female","114"
"Male","140"
"33",""
"Female","35"
"Male","64"
"34",""
"Female","83"
"Male","91"
"35",""
"Female","234"
"Male","212"
"36",""
"Female","95"
"Male","115"
"37",""
"Female","56"
"Male","69"
"38",""
"Female","101"
"Male","131"
"39",""
"Female","35"
"Male","51"
"4",""
"Female","393"
"Male","376"
"40",""
"Female","250"
"Male","182"
"41",""
"Female","28"
"Male","58"
"42",""
"Female","77"
"Male","119"
"43",""
"Female","50"
"Male","69"
"44",""
"Female","21"
"Male","58"
"45",""
"Female","146"
"Male","145"
"46",""
"Female","51"
"Male","79"
"47",""
"Female","28"
"Male","49"
"48",""
"Female","79"
"Male","117"
"49",""
"Female","26"
"Male","56"
"5",""
"Female","322"
"Male","344"
"50",""
"Female","158"
"Male","154"
"51",""
"Female","16"
"Male","38"
"52",""
"Female","58"
"Male","85"
"53",""
"Female","25"
"Male","41"
"54",""
"Female","29"
"Male","31"
"55",""
"Female","85"
"Male","97"
"56",""
"Female","36"
"Male","49"
"57",""
"Female","14"
"Male","40"
"58",""
"Female","27"
"Male","64"
"59",""
"Female","31"
"Male","35"
"6",""
"Female","323"
"Male","323"
"60",""
"Female","138"
"Male","100"
"61",""
"Female","57"
"Male","45"
"62",""
"Female","49"
"Male","45"
"63",""
"Female","20"
"Male","26"
"64",""
"Female","28"
"Male","32"
"65",""
"Female","72"
"Male","58"
"66",""
"Female","15"
"Male","19"
"67",""
"Female","8"
"Male","16"
"68",""
"Female","20"
"Male","20"
"69",""
"Female","9"
"Male","11"
"7",""
"Female","281"
"Male","303"
"70",""
"Female","48"
"Male","42"
"71",""
"Female","7"
"Male","11"
"72",""
"Female","6"
"Male","8"
"73",""
"Female","3"
"Male","3"
"74",""
"Female","4"
"Male","7"
"75",""
"Female","15"
"Male","16"
"76",""
"Female","9"
"Male","8"
"77",""
"Female","3"
"Male","2"
"78",""
"Female","5"
"Male","6"
"79",""
"Female","1"
"Male","5"
"8",""
"Female","309"
"Male","315"
"80",""
"Female","18"
"Male","15"
"81",""
"Female","0"
"Male","2"
"82",""
"Female","3"
"Male","2"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","2"
"Male","3"
"85",""
"Female","13"
"Male","11"
"9",""
"Female","234"
"Male","247"
