"Population by Educational Attainment","Number"
"Beginners",""
"Female","303"
"Male","353"
"Graduate and Equivalent",""
"Female","43"
"Male","194"
"Intermediate and Equivalent",""
"Female","222"
"Male","468"
"Level not Stated",""
"Female","50"
"Male","53"
"Lower Secondary (Class 6-8)",""
"Female","767"
"Male","1268"
"Non Formal Education",""
"Female","142"
"Male","184"
"Others",""
"Female","5"
"Male","6"
"Post Graduate Equivalent and Above",""
"Female","4"
"Male","41"
"Primary Education (1-5 Class)",""
"Female","2240"
"Male","2598"
"Secondary Level (Class 9-10)",""
"Female","336"
"Male","691"
"SLC and Equivalent",""
"Female","202"
"Male","522"
