"Population by Educational Attainment","Number"
"Beginners",""
"Female","3070"
"Male","3313"
"","6383"
"Graduate and Equivalent",""
"Female","57"
"Male","494"
"","551"
"Intermediate and Equivalent",""
"Female","652"
"Male","1617"
"","2269"
"Level not Stated",""
"Female","142"
"Male","129"
"","271"
"Lower Secondary (Class 6-8)",""
"Female","4362"
"Male","8162"
"","12524"
"Non Formal Education",""
"Female","823"
"Male","628"
"","1451"
"Others",""
"Female","30"
"Male","59"
"","89"
"Post Graduate Equivalent and Above",""
"Female","13"
"Male","157"
"","170"
"Primary Education (1-5 Class)",""
"Female","16362"
"Male","19107"
"","35469"
"Secondary Level (Class 9-10)",""
"Female","1698"
"Male","3959"
"","5657"
"SLC and Equivalent",""
"Female","940"
"Male","2659"
"","3599"
