"Population by disability type","Number"
"Blind/low vision",""
"Female","83"
"Male","95"
"","178"
"Deaf/hard of hearing",""
"Female","103"
"Male","96"
"","199"
"Deaf-Blind",""
"Female","9"
"Male","12"
"","21"
"Intellectual disable",""
"Female","18"
"Male","14"
"","32"
"Mental disable",""
"Female","45"
"Male","39"
"","84"
"Multiple disable",""
"Female","39"
"Male","38"
"","77"
"No disability",""
"Female","39123"
"Male","34771"
"","73894"
"Physical",""
"Female","171"
"Male","297"
"","468"
"Speech problem",""
"Female","73"
"Male","76"
"","149"
