"Population by disability type","Number"
"Blind/low vision",""
"Female","97"
"Male","101"
"","198"
"Deaf/hard of hearing",""
"Female","87"
"Male","89"
"","176"
"Deaf-Blind",""
"Female","3"
"Male","3"
"","6"
"Intellectual disable",""
"Female","10"
"Male","12"
"","22"
"Mental disable",""
"Female","25"
"Male","17"
"","42"
"Multiple disable",""
"Female","19"
"Male","28"
"","47"
"No disability",""
"Female","15450"
"Male","14174"
"","29624"
"Physical",""
"Female","117"
"Male","150"
"","267"
"Speech problem",""
"Female","52"
"Male","61"
"","113"
