"Population by Mother tongue","Number"
"Avadhi",""
"Female","13"
"Male","20"
"","33"
"Bhojpuri",""
"Female","22335"
"Male","21511"
"","43846"
"Bhujel",""
"Female","69"
"Male","65"
"","134"
"Doteli",""
"Female","33"
"Male","32"
"","65"
"Ganagai",""
"Female","14"
"Male","8"
"","22"
"Gurung",""
"Female","34"
"Male","29"
"","63"
"Hindi",""
"Female","37"
"Male","53"
"","90"
"Limbu",""
"Female","12"
"Male","7"
"","19"
"Magar",""
"Female","90"
"Male","69"
"","159"
"Maithili",""
"Female","1296"
"Male","1305"
"","2601"
"Nepali",""
"Female","3213"
"Male","2964"
"","6177"
"Newar",""
"Female","101"
"Male","101"
"","202"
"Not Reported",""
"Female","21"
"Male","23"
"","44"
"Others",""
"Female","20"
"Male","9"
"","29"
"Rai",""
"Female","28"
"Male","19"
"","47"
"Rajsthani",""
"Female","24"
"Male","30"
"","54"
"Santhali",""
"Female","64"
"Male","67"
"","131"
"Sign Language",""
"Female","11"
"Male","13"
"","24"
"Sunuwar",""
"Female","15"
"Male","7"
"","22"
"Tamang",""
"Female","46"
"Male","65"
"","111"
"Tharu",""
"Female","1473"
"Male","1408"
"","2881"
"Urdu",""
"Female","44"
"Male","47"
"","91"
