"Population by Educational Attainment","Number"
"Beginners",""
"Female","206"
"Male","176"
"","382"
"Graduate and Equivalent",""
"Female","27"
"Male","117"
"","144"
"Intermediate and Equivalent",""
"Female","156"
"Male","329"
"","485"
"Level not Stated",""
"Female","9"
"Male","12"
"","21"
"Lower Secondary (Class 6-8)",""
"Female","533"
"Male","1040"
"","1573"
"Non Formal Education",""
"Female","148"
"Male","95"
"","243"
"Others",""
"Female","1"
"Male","5"
"","6"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","31"
"","32"
"Primary Education (1-5 Class)",""
"Female","1772"
"Male","2230"
"","4002"
"Secondary Level (Class 9-10)",""
"Female","266"
"Male","538"
"","804"
"SLC and Equivalent",""
"Female","164"
"Male","413"
"","577"
