"Population by Educational Attainment","Number"
"Beginners",""
"Female","90"
"Male","79"
"","169"
"Graduate and Equivalent",""
"Female","3"
"Male","13"
"","16"
"Intermediate and Equivalent",""
"Female","26"
"Male","75"
"","101"
"Level not Stated",""
"Female","3"
"Male","3"
"","6"
"Lower Secondary (Class 6-8)",""
"Female","237"
"Male","256"
"","493"
"Non Formal Education",""
"Female","18"
"Male","27"
"","45"
"Others",""
"Female","1"
"Male","2"
"","3"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","3"
"","4"
"Primary Education (1-5 Class)",""
"Female","614"
"Male","668"
"","1282"
"Secondary Level (Class 9-10)",""
"Female","97"
"Male","117"
"","214"
"SLC and Equivalent",""
"Female","39"
"Male","75"
"","114"
