"Population by Mother tongue","Number"
"Avadhi",""
"Female","301"
"Male","317"
"Baitadeli",""
"Female","212"
"Male","204"
"Bajjika",""
"Female","183028"
"Male","194112"
"Bangla",""
"Female","12"
"Male","18"
"Bhojpuri",""
"Female","3310"
"Male","3527"
"Bhujel",""
"Female","93"
"Male","76"
"Bote",""
"Female","176"
"Male","182"
"Chamling",""
"Female","12"
"Male","10"
"Danuwar",""
"Female","1821"
"Male","1806"
"Doteli",""
"Female","17"
"Male","15"
"Gurung",""
"Female","106"
"Male","83"
"Hayu/Vayu",""
"Female","17"
"Male","8"
"Hindi",""
"Female","963"
"Male","1059"
"Hyolmo/Yholmo",""
"Female","85"
"Male","86"
"Limbu",""
"Female","56"
"Male","43"
"Magahi",""
"Female","540"
"Male","607"
"Magar",""
"Female","5571"
"Male","5115"
"Maithili",""
"Female","79726"
"Male","83776"
"Majhi",""
"Female","791"
"Male","784"
"Nachhiring",""
"Female","12"
"Male","8"
"Nepali",""
"Female","47245"
"Male","43523"
"Newar",""
"Female","1459"
"Male","1432"
"Not Reported",""
"Female","1627"
"Male","1675"
"Others",""
"Female","435"
"Male","279"
"Rai",""
"Female","321"
"Male","321"
"Rajsthani",""
"Female","60"
"Male","61"
"Sanskrit",""
"Female","6"
"Male","10"
"Sherpa",""
"Female","16"
"Male","17"
"Sign Language",""
"Female","3"
"Male","8"
"Sunuwar",""
"Female","210"
"Male","225"
"Tamang",""
"Female","18992"
"Male","17822"
"Thami",""
"Female","99"
"Male","85"
"Tharu",""
"Female","8120"
"Male","7658"
"Thulung",""
"Female","12"
"Male","7"
"Uranw/Urau",""
"Female","51"
"Male","53"
"Urdu",""
"Female","24346"
"Male","24368"
"Wambule",""
"Female","53"
"Male","46"
