"Population by Educational Attainment","Number"
"Beginners",""
"Female","3736"
"Male","5110"
"Graduate and Equivalent",""
"Female","2276"
"Male","7391"
"Intermediate and Equivalent",""
"Female","6998"
"Male","14145"
"Level not Stated",""
"Female","1200"
"Male","1670"
"Lower Secondary (Class 6-8)",""
"Female","26008"
"Male","37463"
"Non Formal Education",""
"Female","2582"
"Male","3133"
"Others",""
"Female","206"
"Male","329"
"Post Graduate Equivalent and Above",""
"Female","280"
"Male","1536"
"Primary Education (1-5 Class)",""
"Female","58597"
"Male","70402"
"Secondary Level (Class 9-10)",""
"Female","14670"
"Male","27053"
"SLC and Equivalent",""
"Female","11459"
"Male","22034"
