"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","50"
"Male","44"
"Brahman - Hill",""
"Female","6527"
"Male","5252"
"Chhetri",""
"Female","6552"
"Male","4922"
"Damai/Dholi",""
"Female","628"
"Male","494"
"Gaine",""
"Female","84"
"Male","72"
"Gharti/Bhujel",""
"Female","152"
"Male","97"
"Gurung",""
"Female","30"
"Male","29"
"Hajam/Thakur",""
"Female","9"
"Male","13"
"Halwai",""
"Female","5"
"Male","18"
"Kami",""
"Female","1986"
"Male","1726"
"Kathabaniyan",""
"Female","6"
"Male","7"
"Kayastha",""
"Female","5"
"Male","8"
"Kumal",""
"Female","1291"
"Male","1109"
"Kurmi",""
"Female","5"
"Male","7"
"Magar",""
"Female","1671"
"Male","1362"
"Musalman",""
"Female","294"
"Male","282"
"Newar",""
"Female","1301"
"Male","1039"
"Others",""
"Female","45"
"Male","36"
"Sanyasi/Dasnami",""
"Female","276"
"Male","200"
"Sarki",""
"Female","1587"
"Male","1219"
"Tamang",""
"Female","18"
"Male","5"
"Terai Others",""
"Female","11"
"Male","7"
"Thakuri",""
"Female","240"
"Male","206"
"Tharu",""
"Female","44"
"Male","108"
