"Population by Educational Attainment","Number"
"Beginners",""
"Female","566"
"Male","733"
"Graduate and Equivalent",""
"Female","203"
"Male","429"
"Intermediate and Equivalent",""
"Female","768"
"Male","813"
"Level not Stated",""
"Female","30"
"Male","37"
"Lower Secondary (Class 6-8)",""
"Female","2984"
"Male","2559"
"Non Formal Education",""
"Female","814"
"Male","696"
"Others",""
"Female","17"
"Male","14"
"Post Graduate Equivalent and Above",""
"Female","33"
"Male","167"
"Primary Education (1-5 Class)",""
"Female","4969"
"Male","4979"
"Secondary Level (Class 9-10)",""
"Female","1995"
"Male","1466"
"SLC and Equivalent",""
"Female","2599"
"Male","2153"
