"Population by Educational Attainment","Number"
"Beginners",""
"Female","740"
"Male","797"
"","1537"
"Graduate and Equivalent",""
"Female","68"
"Male","199"
"","267"
"Intermediate and Equivalent",""
"Female","516"
"Male","660"
"","1176"
"Level not Stated",""
"Female","3"
"Male","5"
"","8"
"Lower Secondary (Class 6-8)",""
"Female","3345"
"Male","3463"
"","6808"
"Non Formal Education",""
"Female","962"
"Male","529"
"","1491"
"Others",""
"Female","5"
"Male","3"
"","8"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","68"
"","73"
"Primary Education (1-5 Class)",""
"Female","5118"
"Male","5867"
"","10985"
"Secondary Level (Class 9-10)",""
"Female","1393"
"Male","1712"
"","3105"
"SLC and Equivalent",""
"Female","1131"
"Male","1317"
"","2448"
