"Population by Educational Attainment","Number"
"Beginners",""
"Female","278"
"Male","308"
"Graduate and Equivalent",""
"Female","21"
"Male","72"
"Intermediate and Equivalent",""
"Female","165"
"Male","232"
"Level not Stated",""
"Female","60"
"Male","52"
"Lower Secondary (Class 6-8)",""
"Female","1664"
"Male","1614"
"Non Formal Education",""
"Female","409"
"Male","358"
"Others",""
"Female","5"
"Male","9"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","13"
"Primary Education (1-5 Class)",""
"Female","2831"
"Male","2896"
"Secondary Level (Class 9-10)",""
"Female","885"
"Male","977"
"SLC and Equivalent",""
"Female","393"
"Male","535"
