"Population by Educational Attainment","Number"
"Beginners",""
"Female","313"
"Male","413"
"Graduate and Equivalent",""
"Female","26"
"Male","89"
"Intermediate and Equivalent",""
"Female","140"
"Male","379"
"Level not Stated",""
"Female","104"
"Male","91"
"Lower Secondary (Class 6-8)",""
"Female","685"
"Male","867"
"Non Formal Education",""
"Female","12"
"Male","33"
"Others",""
"Female","3"
"Male","0"
"Post Graduate Equivalent and Above",""
"Female","5"
"Male","51"
"Primary Education (1-5 Class)",""
"Female","1350"
"Male","1641"
"Secondary Level (Class 9-10)",""
"Female","359"
"Male","570"
"SLC and Equivalent",""
"Female","330"
"Male","705"
