"Population by Caste/Ethinicity","Number"
"Badhaee",""
"Female","120"
"Male","115"
"Baraee",""
"Female","114"
"Male","96"
"Brahman - Hill",""
"Female","30"
"Male","20"
"Brahman - Tarai",""
"Female","23"
"Male","23"
"Chamar/ Harijan/ Ram",""
"Female","612"
"Male","499"
"Danuwar",""
"Female","69"
"Male","55"
"Dhanuk",""
"Female","209"
"Male","160"
"Dhobi",""
"Female","134"
"Male","126"
"Dom",""
"Female","37"
"Male","39"
"Dusadh/ Pasawan/ Pasi",""
"Female","710"
"Male","595"
"Gharti/Bhujel",""
"Female","17"
"Male","7"
"Hajam/Thakur",""
"Female","168"
"Male","167"
"Halwai",""
"Female","246"
"Male","222"
"Jhangad/ Dhagar",""
"Female","12"
"Male","8"
"Kami",""
"Female","32"
"Male","15"
"Kathabaniyan",""
"Female","22"
"Male","29"
"Kayastha",""
"Female","21"
"Male","24"
"Kewat",""
"Female","278"
"Male","231"
"Khatwe",""
"Female","22"
"Male","24"
"Koiri/Kushwaha",""
"Female","949"
"Male","906"
"Majhi",""
"Female","34"
"Male","28"
"Mali",""
"Female","15"
"Male","11"
"Mallaha",""
"Female","93"
"Male","88"
"Musahar",""
"Female","577"
"Male","517"
"Musalman",""
"Female","164"
"Male","162"
"Newar",""
"Female","28"
"Male","21"
"Others",""
"Female","56"
"Male","29"
"Rai",""
"Female","18"
"Male","14"
"Rajput",""
"Female","7"
"Male","10"
"Sonar",""
"Female","11"
"Male","8"
"Sudhi",""
"Female","98"
"Male","97"
"Tatma/Tatwa",""
"Female","149"
"Male","145"
"Teli",""
"Female","368"
"Male","330"
"Terai Others",""
"Female","8"
"Male","12"
"Yadav",""
"Female","4209"
"Male","4029"
