"Population by Mother tongue","Number"
"Bantawa",""
"Female","102"
"Male","77"
"","179"
"Chamling",""
"Female","18"
"Male","15"
"","33"
"Gurung",""
"Female","59"
"Male","63"
"","122"
"Khaling",""
"Female","9"
"Male","10"
"","19"
"Kulung",""
"Female","5"
"Male","6"
"","11"
"Limbu",""
"Female","4087"
"Male","3742"
"","7829"
"Magar",""
"Female","104"
"Male","81"
"","185"
"Maithili",""
"Female","5"
"Male","13"
"","18"
"Nepali",""
"Female","4262"
"Male","3826"
"","8088"
"Newar",""
"Female","84"
"Male","90"
"","174"
"Not Reported",""
"Female","11"
"Male","12"
"","23"
"Others",""
"Female","4"
"Male","7"
"","11"
"Rai",""
"Female","720"
"Male","645"
"","1365"
"Sampang",""
"Female","3"
"Male","9"
"","12"
"Sherpa",""
"Female","24"
"Male","14"
"","38"
"Sign Language",""
"Female","4"
"Male","7"
"","11"
"Sunuwar",""
"Female","46"
"Male","44"
"","90"
"Tamang",""
"Female","24"
"Male","25"
"","49"
"Thulung",""
"Female","9"
"Male","15"
"","24"
