"Population by Caste/Ethinicity","Number"
"Amat",""
"Female","12"
"Male","12"
"Badhaee",""
"Female","122"
"Male","129"
"Baraee",""
"Female","277"
"Male","267"
"Bin",""
"Female","352"
"Male","333"
"Brahman - Hill",""
"Female","50"
"Male","45"
"Brahman - Tarai",""
"Female","1109"
"Male","1128"
"Chamar/ Harijan/ Ram",""
"Female","378"
"Male","419"
"Dhanuk",""
"Female","1970"
"Male","2013"
"Dhobi",""
"Female","198"
"Male","183"
"Dhunia",""
"Female","19"
"Male","13"
"Dom",""
"Female","36"
"Male","41"
"Dusadh/ Pasawan/ Pasi",""
"Female","359"
"Male","404"
"Hajam/Thakur",""
"Female","250"
"Male","274"
"Halwai",""
"Female","29"
"Male","30"
"Kahar",""
"Female","9"
"Male","15"
"Kalwar",""
"Female","52"
"Male","51"
"Kanu",""
"Female","208"
"Male","205"
"Kathabaniyan",""
"Female","43"
"Male","51"
"Kayastha",""
"Female","33"
"Male","36"
"Kewat",""
"Female","118"
"Male","97"
"Khatwe",""
"Female","197"
"Male","210"
"Koiri/Kushwaha",""
"Female","23"
"Male","33"
"Kumhar",""
"Female","162"
"Male","144"
"Lohar",""
"Female","26"
"Male","27"
"Mali",""
"Female","77"
"Male","85"
"Mallaha",""
"Female","14"
"Male","14"
"Musahar",""
"Female","325"
"Male","383"
"Musalman",""
"Female","2883"
"Male","3017"
"Natuwa",""
"Female","9"
"Male","8"
"Nuniya",""
"Female","598"
"Male","577"
"Others",""
"Female","21"
"Male","13"
"Punjabi/Sikh",""
"Female","23"
"Male","25"
"Rai",""
"Female","7"
"Male","5"
"Rajput",""
"Female","6"
"Male","7"
"Sanyasi/Dasnami",""
"Female","30"
"Male","29"
"Sonar",""
"Female","292"
"Male","321"
"Sudhi",""
"Female","450"
"Male","416"
"Sunuwar",""
"Female","18"
"Male","19"
"Tatma/Tatwa",""
"Female","378"
"Male","383"
"Teli",""
"Female","658"
"Male","654"
"Terai Others",""
"Female","33"
"Male","26"
"Yadav",""
"Female","2630"
"Male","2689"
