"Population by Educational Attainment","Number"
"Beginners",""
"Female","435"
"Male","458"
"","893"
"Graduate and Equivalent",""
"Female","59"
"Male","134"
"","193"
"Intermediate and Equivalent",""
"Female","302"
"Male","317"
"","619"
"Level not Stated",""
"Female","36"
"Male","52"
"","88"
"Lower Secondary (Class 6-8)",""
"Female","2572"
"Male","2085"
"","4657"
"Non Formal Education",""
"Female","1024"
"Male","673"
"","1697"
"Others",""
"Female","1"
"Male","3"
"","4"
"Post Graduate Equivalent and Above",""
"Female","6"
"Male","67"
"","73"
"Primary Education (1-5 Class)",""
"Female","4828"
"Male","4720"
"","9548"
"Secondary Level (Class 9-10)",""
"Female","1286"
"Male","1035"
"","2321"
"SLC and Equivalent",""
"Female","1034"
"Male","881"
"","1915"
