"Population by Educational Attainment","Number"
"Beginners",""
"Female","576"
"Male","558"
"","1134"
"Graduate and Equivalent",""
"Female","23"
"Male","94"
"","117"
"Intermediate and Equivalent",""
"Female","97"
"Male","293"
"","390"
"Level not Stated",""
"Female","19"
"Male","37"
"","56"
"Lower Secondary (Class 6-8)",""
"Female","547"
"Male","1169"
"","1716"
"Non Formal Education",""
"Female","90"
"Male","109"
"","199"
"Others",""
"Female","3"
"Male","5"
"","8"
"Post Graduate Equivalent and Above",""
"Female","1"
"Male","20"
"","21"
"Primary Education (1-5 Class)",""
"Female","2470"
"Male","3145"
"","5615"
"Secondary Level (Class 9-10)",""
"Female","205"
"Male","546"
"","751"
"SLC and Equivalent",""
"Female","129"
"Male","389"
"","518"
