"Population by Educational Attainment","Number"
"Beginners",""
"Female","292"
"Male","435"
"Graduate and Equivalent",""
"Female","37"
"Male","215"
"Intermediate and Equivalent",""
"Female","222"
"Male","471"
"Level not Stated",""
"Female","85"
"Male","105"
"Lower Secondary (Class 6-8)",""
"Female","1841"
"Male","2523"
"Non Formal Education",""
"Female","117"
"Male","178"
"Others",""
"Female","16"
"Male","41"
"Post Graduate Equivalent and Above",""
"Female","3"
"Male","49"
"Primary Education (1-5 Class)",""
"Female","4262"
"Male","5079"
"Secondary Level (Class 9-10)",""
"Female","778"
"Male","1524"
"SLC and Equivalent",""
"Female","499"
"Male","1150"
